cosine similarity,line1,sentence1,line2,sentence2
0.998,1702,เมื่อวานนี้ฉันได้พบเพื่อนเก่าที่ไม่ได้เจอกันนานมาก,2555,เมื่อวานนี้ฉันพบเพื่อนเก่าที่ไม่ได้เจอกันมานานมากแล้ว
0.998,292,การออกกำลังกายเป็นประจำช่วยให้สุขภาพแข็งแรงและจิตใจสดใส,639,การออกกำลังกายเป็นประจำจะช่วยให้สุขภาพแข็งแรงและจิตใจสดใส
0.998,1103,ถ้าเราออกเดินทางตอนนี้ เราจะถึงที่หมายก่อนพระอาทิตย์ตกดิน,1597,ถ้าเราออกเดินทางตอนนี้ เราจะไปถึงจุดหมายก่อนพระอาทิตย์ตกดิน
0.998,1223,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,2215,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.997,759,ฉันกำลังหัดเล่นกีตาร์ แต่ยังไม่เก่งเท่าไหร่,2313,ฉันกำลังหัดเล่นกีตาร์ แต่ยังไม่ค่อยเก่งเท่าไหร่
0.997,46,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญ ที่จะทำให้เราเติบโตและพัฒนา,1037,การเรียนรู้จากความผิดพลาดเป็นสิ่งสำคัญที่ช่วยให้เราเติบโตและพัฒนา
0.997,1218,เราควรรักษาสิ่งแวดล้อม เพื่ออนาคตของลูกหลานของเรา,1353,เราควรจะรักษาสิ่งแวดล้อมเพื่ออนาคตของลูกหลาน
0.997,1310,ฉันอยากเรียนรู้วิธีการถ่ายภาพให้สวยงามมากขึ้น,2248,ฉันอยากเรียนรู้วิธีการถ่ายภาพให้สวยงามกว่าเดิม
0.997,1442,เขากำลังวางแผนที่จะเรียนต่อในระดับปริญญาโทที่ต่างประเทศ,1754,เขากำลังวางแผนที่จะเรียนต่อปริญญาโทในต่างประเทศ
0.997,776,เมื่อวานนี้ฉันเจอเพื่อนเก่าที่ไม่ได้พบกันมานาน,1702,เมื่อวานนี้ฉันได้พบเพื่อนเก่าที่ไม่ได้เจอกันนานมาก
0.997,1309,เมื่อวานฉันเจอเพื่อนเก่าที่ไม่ได้พบกันมานานมาก,1702,เมื่อวานนี้ฉันได้พบเพื่อนเก่าที่ไม่ได้เจอกันนานมาก
0.997,807,ถ้าอากาศดีสุดสัปดาห์นี้ เราไปปิกนิกกันไหม?,2329,ถ้าอากาศดีสุดสัปดาห์นี้ เราไปปิกนิกกันไหม
0.997,1729,ผมชอบฟังเพลงขณะขับรถเพราะทำให้ผ่อนคลาย,2200,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ผ่อนคลาย
0.997,1086,ฉันต้องการซื้อของขวัญให้แม่ แต่ยังไม่แน่ใจว่าจะเลือกอะไรดี,1303,ฉันต้องการซื้อของขวัญให้แม่แต่ยังไม่รู้จะเลือกอะไรดี
0.997,616,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,1077,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น
0.997,35,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีอะไรแนะนำไหม,1834,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีคำแนะนำไหม
0.997,846,ฉันชอบเรียนรู้ภาษาใหม่ๆ เพื่อเปิดโลกทัศน์ของฉัน,2741,ฉันชอบเรียนรู้ภาษาใหม่เพื่อเปิดโลกทัศน์ของตัวเอง
0.997,1244,เราควรเคารพความคิดเห็นของผู้อื่น แม้ว่าเราจะไม่เห็นด้วยก็ตาม,2770,เราควรเคารพความคิดเห็นของผู้อื่นแม้ว่าเราจะไม่เห็นด้วย
0.996,95,ถ้าเรารู้จักการจัดลำดับความสำคัญ เราก็จะบริหารเวลาได้อย่างมีประสิทธิภาพ,1072,ถ้าเรารู้จักการจัดลำดับความสำคัญ เราก็จะสามารถบริหารเวลาได้อย่างมีประสิทธิภาพ
0.996,2078,เมื่อวานนี้ฉันไปหาหมอฟัน เพราะปวดฟันมาหลายวันแล้ว,2659,เมื่อวานนี้ฉันจึงไปพบหมอฟันเพราะปวดฟันมาหลายวันแล้ว
0.996,335,การอ่านข่าวทุกวันทำให้เราทันเหตุการณ์และรอบรู้มากขึ้น,698,การอ่านข่าวทุกวันจะช่วยให้เราทันเหตุการณ์และรอบรู้มากขึ้น
0.996,344,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,1487,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและเข้มแข็งขึ้น
0.995,629,ฉันชอบฟังเพลงเวลาขับรถ เพราะทำให้การเดินทางสนุกสนานขึ้น,2320,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้การเดินทางสนุกขึ้น
0.995,1402,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย,1729,ผมชอบฟังเพลงขณะขับรถเพราะทำให้ผ่อนคลาย
0.995,1602,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย,1729,ผมชอบฟังเพลงขณะขับรถเพราะทำให้ผ่อนคลาย
0.995,844,คุณสนใจเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือไม่?,2778,คุณสนใจเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือเปล่า
0.995,2239,ฉันหวังว่าอากาศจะดีในวันหยุด เพื่อที่เราจะได้ไปปิกนิก,2616,ฉันหวังว่าอากาศจะดีในวันหยุดนี้เพื่อที่เราจะได้ไปปิกนิกกัน
0.995,2267,ฉันหวังว่าเราจะสามารถทำงานร่วมกันได้อีกในอนาคต,2405,ฉันหวังว่าเราจะมีโอกาสได้ทำงานร่วมกันอีกในอนาคต
0.995,38,ฉันหวังว่าเราจะได้มีโอกาสทำงานร่วมกันอีกในอนาคต,2267,ฉันหวังว่าเราจะสามารถทำงานร่วมกันได้อีกในอนาคต
0.995,837,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจในชุมชน,1935,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อช่วยเศรษฐกิจของชุมชน
0.995,10,หากเราวางแผนการเดินทางล่วงหน้า เราจะสามารถประหยัดค่าใช้จ่ายและเวลาได้มากขึ้น,1185,หากเราวางแผนการเดินทางล่วงหน้า เราจะสามารถประหยัดทั้งเวลาและเงินได้มากขึ้น
0.995,1169,ถ้าเรามีความสุขกับสิ่งเล็กๆ น้อยๆ ชีวิตก็จะมีความหมายมากขึ้น,1700,เมื่อเรามีความสุขกับสิ่งเล็ก ๆ น้อย ๆ ชีวิตก็จะมีความหมายมากขึ้น
0.995,67,ฉันตื่นเต้นที่จะได้เริ่มงานใหม่ และพบปะเพื่อนร่วมงานคนใหม่ๆ,2549,ฉันรู้สึกตื่นเต้นที่จะได้เริ่มงานใหม่และพบกับเพื่อนร่วมงานใหม่ๆ
0.995,28,การเรียนรู้สิ่งใหม่ๆ จะช่วยให้ชีวิตมีสีสันและน่าสนใจมากขึ้น,340,การเรียนรู้สิ่งใหม่ๆ ทำให้ชีวิตมีสีสันและน่าสนใจขึ้น
0.994,712,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,1487,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและเข้มแข็งขึ้น
0.994,1726,ฉันต้องการซื้อของขวัญให้เพื่อนแต่ยังไม่รู้ว่าจะซื้ออะไรดี,2383,ฉันต้องการซื้อของขวัญให้เพื่อน แต่ไม่รู้ว่าจะเลือกอะไรดี
0.994,569,คุณสนใจที่จะเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือไม่?,2778,คุณสนใจเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือเปล่า
0.994,5,ฉันกำลังเรียนทำอาหารไทย เพราะอยากทำอาหารอร่อยๆ ให้ครอบครัวทาน,2708,ฉันกำลังเรียนทำอาหารไทยเพราะอยากทำอาหารให้ครอบครัวทาน
0.994,2594,ฉันรู้สึกขอบคุณสำหรับทุกสิ่งที่ฉันมีในชีวิต,2799,ฉันรู้สึกขอบคุณสำหรับทุกสิ่งที่มีในชีวิต
0.994,86,ฉันชอบเดินทางด้วยรถไฟ เพราะได้เห็นวิวทิวทัศน์สวยงามระหว่างทาง,1637,ฉันชอบเดินทางด้วยรถไฟ เพราะได้ชมวิวทิวทัศน์สวยงาม
0.993,1954,แม้ว่าฝนจะตกหนัก แต่พวกเราก็ยังต้องออกไปทำงานตามปกติ,2073,แม้ว่าฝนจะตกหนัก แต่พวกเราก็ต้องไปทำงานตามปกติ
0.993,2435,คุณพ่อชอบฟังเพลงแจ๊สแบบโบราณขณะทำงานไม้ในโรงรถช่วงสุดสัปดาห์,2452,คุณพ่อชอบทำงานไม้ไปฟังเพลงแจ๊สโบราณในโรงรถช่วงวันหยุดสุดสัปดาห์
0.993,676,ถ้าเรามีความสุขกับสิ่งเล็กๆ น้อยๆ ชีวิตจะมีความหมายมากขึ้น,1700,เมื่อเรามีความสุขกับสิ่งเล็ก ๆ น้อย ๆ ชีวิตก็จะมีความหมายมากขึ้น
0.993,1332,ฉันอยากลองทำอาหารสูตรใหม่ที่เห็นในอินเตอร์เน็ต,1803,ฉันอยากลองทำอาหารสูตรใหม่ที่พบในอินเทอร์เน็ต
0.993,2531,ตอนนี้ฉันกำลังเรียนทำอาหารไทยเพราะอยากทำให้ครอบครัวทาน,2708,ฉันกำลังเรียนทำอาหารไทยเพราะอยากทำอาหารให้ครอบครัวทาน
0.992,796,คุณสามารถแนะนำสถานที่ท่องเที่ยวที่น่าสนใจในเมืองนี้ได้ไหม?,1781,คุณสามารถแนะนำสถานที่ท่องเที่ยวที่น่าสนใจในเมืองนี้ได้ไหม
0.992,1778,ถ้าเราประหยัดเงินเราก็สามารถไปเที่ยวต่างประเทศได้,2224,ถ้าเราประหยัดเงินได้มากพอ เราสามารถไปเที่ยวต่างประเทศได้
0.992,818,ฉันวางแผนที่จะไปเรียนต่อที่ต่างประเทศเพื่อเปิดโอกาสใหม่ๆ,2570,ฉันกำลังวางแผนจะไปเรียนต่อต่างประเทศเพื่อเปิดโอกาสใหม่ๆ
0.992,86,ฉันชอบเดินทางด้วยรถไฟ เพราะได้เห็นวิวทิวทัศน์สวยงามระหว่างทาง,1041,ฉันชอบการเดินทางด้วยรถไฟ เพราะสามารถชมวิวทิวทัศน์สวยๆ ระหว่างทางได้
0.991,1031,การฟังเพลงคลาสสิกช่วยให้ฉันรู้สึกผ่อนคลายและมีสมาธิในการทำงาน,1267,การฟังเพลงคลาสสิกช่วยให้ฉันสงบและมีสมาธิในการทำงาน
0.991,1190,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น,1869,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.991,1041,ฉันชอบการเดินทางด้วยรถไฟ เพราะสามารถชมวิวทิวทัศน์สวยๆ ระหว่างทางได้,1637,ฉันชอบเดินทางด้วยรถไฟ เพราะได้ชมวิวทิวทัศน์สวยงาม
0.991,1884,การวางแผนล่วงหน้าช่วยให้เราจัดการเวลาได้มีประสิทธิภาพมากขึ้น,2230,การวางแผนล่วงหน้าช่วยให้เราจัดการเวลาได้ดีขึ้น
0.991,1249,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีมอย่างมีประสิทธิภาพ,1627,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีม
0.991,1627,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีม,1892,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีมอย่างมีประสิทธิภาพ
0.991,38,ฉันหวังว่าเราจะได้มีโอกาสทำงานร่วมกันอีกในอนาคต,1937,ฉันหวังว่าเราจะมีโอกาสได้ร่วมงานกันอีกในอนาคต
0.991,1937,ฉันหวังว่าเราจะมีโอกาสได้ร่วมงานกันอีกในอนาคต,2405,ฉันหวังว่าเราจะมีโอกาสได้ทำงานร่วมกันอีกในอนาคต
0.991,2342,เราควรปลูกต้นไม้เพิ่ม เพื่อทำให้สิ่งแวดล้อมดีขึ้น,2727,เราควรปลูกต้นไม้มากขึ้นเพื่อสิ่งแวดล้อมที่ดี
0.991,36,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็มีความสุขที่ได้ช่วยเหลือผู้อื่น,645,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็รู้สึกดีที่ได้ช่วยเหลือผู้อื่น
0.991,1258,เขาเป็นคนที่มีน้ำใจและมักจะช่วยเหลือผู้อื่นอยู่เสมอ,1779,เขาเป็นคนที่ใจดีและมักจะช่วยเหลือผู้อื่นเสมอ
0.991,1621,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น,2215,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.991,68,ถ้าเราดูแลสุขภาพของตัวเองดี เราก็จะมีพลังในการทำสิ่งต่างๆ มากขึ้น,2585,ถ้าเราดูแลสุขภาพดีเราก็จะมีพลังในการทำสิ่งต่างๆมากขึ้น
0.991,885,ฉันชอบฟังเพลงเวลาทำงานเพราะช่วยให้มีสมาธิ,1820,ฉันชอบฟังเพลงขณะทำงานเพราะมันช่วยให้ฉันมีสมาธิมากขึ้น
0.99,2215,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น,2579,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.99,1223,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,1621,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น
0.99,1982,คุณป้าที่ขายก๋วยเตี๋ยวมักจะใส่ผักเยอะๆ และปรุงรสชาติได้อร่อยมาก,2034,คุณป้าที่ขายก๋วยเตี๋ยวมักจะปรุงรสชาติอร่อย และใส่ผักสดเยอะๆ
0.989,1267,การฟังเพลงคลาสสิกช่วยให้ฉันสงบและมีสมาธิในการทำงาน,1682,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิในการทำงาน
0.989,1258,เขาเป็นคนที่มีน้ำใจและมักจะช่วยเหลือผู้อื่นอยู่เสมอ,1413,เขาเป็นคนที่มีน้ำใจและมักจะช่วยเหลือผู้อื่นเสมอเมื่อมีโอกาส
0.989,1071,ฉันชอบการฟังเสียงฝนตก เพราะมันทำให้ฉันรู้สึกสงบและผ่อนคลาย,2364,ฉันชอบฟังเสียงฝนตก มันทำให้ฉันรู้สึกสงบ
0.989,1735,เราควรออกกำลังกายเป็นประจำเพื่อสุขภาพที่ดี,2715,เราควรออกกำลังกายเป็นประจำเพื่อสุขภาพที่แข็งแรง
0.989,307,เมื่อถึงฤดูหนาว อากาศจะเย็นลงและใบไม้จะเปลี่ยนสี,1238,เมื่อฤดูหนาวมาเยือน อากาศก็เย็นลงและใบไม้ก็เริ่มเปลี่ยนสี
0.989,1077,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น,2297,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย
0.988,1713,แมวของฉันชอบนอนริมหน้าต่างที่มีแสงแดดส่องถึง,2707,แมวของฉันชอบนอนอยู่ข้างหน้าต่างเพื่อรับแสงแดด
0.988,1223,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,2579,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.988,661,การทำงานเป็นทีมจะทำให้เราสามารถบรรลุเป้าหมายได้เร็วขึ้น,1444,ถ้าเราทำงานเป็นทีม เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น
0.988,345,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดี,1357,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น
0.988,345,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดี,2243,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น
0.988,1331,เขาเป็นคนตลกและทำให้ทุกคนหัวเราะได้เสมอ,1745,เขาเป็นคนตลกและมักจะทำให้ทุกคนหัวเราะ
0.988,2115,หลังจากออกกำลังกาย ฉันรู้สึกสดชื่นขึ้นมาก,2309,หลังจากที่ฉันออกกำลังกายเสร็จ ฉันรู้สึกสดชื่นมาก
0.987,1861,ฉันชอบเดินทางโดยรถไฟเพราะสะดวกสบายและเห็นวิวสวยๆ ระหว่างทาง,2722,ผมชอบเดินทางโดยรถไฟเพราะได้ชมวิวสวยๆระหว่างทาง
0.987,86,ฉันชอบเดินทางด้วยรถไฟ เพราะได้เห็นวิวทิวทัศน์สวยงามระหว่างทาง,2722,ผมชอบเดินทางโดยรถไฟเพราะได้ชมวิวสวยๆระหว่างทาง
0.987,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,1402,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย
0.987,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,1602,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย
0.987,1167,แม้ว่างานจะยาก แต่ฉันก็จะทำให้ดีที่สุดเท่าที่จะทำได้,1287,ถึงแม้ว่างานจะยาก แต่ฉันก็จะพยายามทำให้ดีที่สุด
0.987,5,ฉันกำลังเรียนทำอาหารไทย เพราะอยากทำอาหารอร่อยๆ ให้ครอบครัวทาน,2531,ตอนนี้ฉันกำลังเรียนทำอาหารไทยเพราะอยากทำให้ครอบครัวทาน
0.987,35,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีอะไรแนะนำไหม,1425,ฉันกำลังมองหาของขวัญที่พิเศษสำหรับวันเกิดของแม่
0.986,794,การฟังเพลงช่วยให้ฉันผ่อนคลายหลังจากวันที่ยาวนาน,2583,การฟังเพลงโปรดช่วยให้ฉันผ่อนคลายหลังจากวันที่ยาวนาน
0.986,1041,ฉันชอบการเดินทางด้วยรถไฟ เพราะสามารถชมวิวทิวทัศน์สวยๆ ระหว่างทางได้,2722,ผมชอบเดินทางโดยรถไฟเพราะได้ชมวิวสวยๆระหว่างทาง
0.986,610,คุณคิดว่าอะไรคือสิ่งที่ทำให้ชีวิตมีความหมายที่สุด?,2797,คุณคิดว่าอะไรคือสิ่งที่ทำให้ชีวิตมีความหมาย
0.986,1357,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น,2561,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น
0.986,2243,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น,2561,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น
0.986,616,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,2297,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย
0.986,2004,แม่ค้าที่ร้านขายของชำมักจะจัดของให้เป็นระเบียบ และติดป้ายราคาชัดเจน,2047,แม่ค้าที่ร้านขายของชำจัดร้านเป็นระเบียบ และติดป้ายราคาชัดเจน
0.986,90,ถ้าเราช่วยเหลือผู้อื่น โลกนี้ก็จะน่าอยู่ขึ้นสำหรับทุกคน,1648,ถ้าเราช่วยเหลือผู้อื่น โลกจะน่าอยู่ยิ่งขึ้น
0.986,121,ถ้าเรามองโลกในแง่บวก ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง,1912,ถ้าเรามองโลกในแง่ดี ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง
0.986,990,แม้ว่างานจะยากและท้าทาย แต่ฉันก็จะพยายามทำให้ดีที่สุดเท่าที่ฉันจะทำได้,1167,แม้ว่างานจะยาก แต่ฉันก็จะทำให้ดีที่สุดเท่าที่จะทำได้
0.986,35,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีอะไรแนะนำไหม,2322,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่
0.986,1980,แม่ค้าที่ร้านขายของชำมักจะจดจำลูกค้าประจำได้ และชอบพูดคุยอย่างเป็นกันเอง,2021,แม่ค้าที่ร้านขายของชำมักจะจดจำลูกค้าประจำได้ และทักทายอย่างเป็นกันเอง
0.985,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,2200,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ผ่อนคลาย
0.985,345,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดี,2561,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น
0.985,1031,การฟังเพลงคลาสสิกช่วยให้ฉันรู้สึกผ่อนคลายและมีสมาธิในการทำงาน,1682,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิในการทำงาน
0.985,418,ฉันกำลังฝึกทักษะการพูดในที่สาธารณะ เพื่อพัฒนาความมั่นใจและศักยภาพตัวเอง,1044,ฉันกำลังฝึกพูดในที่สาธารณะ เพื่อเพิ่มความมั่นใจและทักษะการสื่อสาร
0.985,1860,เธอกำลังฝึกเล่นกีตาร์เพื่อแสดงในงานคอนเสิร์ตของโรงเรียน,2747,เธอกำลังฝึกเล่นกีตาร์เพื่อแสดงในงานโรงเรียน
