cosine similarity,line1,sentence1,line2,sentence2
0.995,850,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย,1130,ผมชอบฟังเพลงขณะขับรถเพราะทำให้ผ่อนคลาย
0.995,1018,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย,1130,ผมชอบฟังเพลงขณะขับรถเพราะทำให้ผ่อนคลาย
0.995,484,คุณสนใจเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือไม่?,2002,คุณสนใจเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือเปล่า
0.995,1592,ฉันหวังว่าอากาศจะดีในวันหยุด เพื่อที่เราจะได้ไปปิกนิก,1823,ฉันหวังว่าอากาศจะดีในวันหยุดนี้เพื่อที่เราจะได้ไปปิกนิกกัน
0.995,1619,ฉันหวังว่าเราจะสามารถทำงานร่วมกันได้อีกในอนาคต,1741,ฉันหวังว่าเราจะมีโอกาสได้ทำงานร่วมกันอีกในอนาคต
0.995,36,ฉันหวังว่าเราจะได้มีโอกาสทำงานร่วมกันอีกในอนาคต,1619,ฉันหวังว่าเราจะสามารถทำงานร่วมกันได้อีกในอนาคต
0.995,477,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อเศรษฐกิจในชุมชน,1328,เราควรสนับสนุนสินค้าท้องถิ่นเพื่อช่วยเศรษฐกิจของชุมชน
0.995,10,หากเราวางแผนการเดินทางล่วงหน้า เราจะสามารถประหยัดค่าใช้จ่ายและเวลาได้มากขึ้น,648,หากเราวางแผนการเดินทางล่วงหน้า เราจะสามารถประหยัดทั้งเวลาและเงินได้มากขึ้น
0.994,359,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและแข็งแกร่งขึ้น,918,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและเข้มแข็งขึ้น
0.994,1127,ฉันต้องการซื้อของขวัญให้เพื่อนแต่ยังไม่รู้ว่าจะซื้ออะไรดี,1720,ฉันต้องการซื้อของขวัญให้เพื่อน แต่ไม่รู้ว่าจะเลือกอะไรดี
0.994,229,คุณสนใจที่จะเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือไม่?,2002,คุณสนใจเข้าร่วมกิจกรรมอาสาสมัครกับเราหรือเปล่า
0.994,1803,ฉันรู้สึกขอบคุณสำหรับทุกสิ่งที่ฉันมีในชีวิต,2021,ฉันรู้สึกขอบคุณสำหรับทุกสิ่งที่มีในชีวิต
0.994,70,ฉันชอบเดินทางด้วยรถไฟ เพราะได้เห็นวิวทิวทัศน์สวยงามระหว่างทาง,1050,ฉันชอบเดินทางด้วยรถไฟ เพราะได้ชมวิวทิวทัศน์สวยงาม
0.993,1342,แม้ว่าฝนจะตกหนัก แต่พวกเราก็ยังต้องออกไปทำงานตามปกติ,1435,แม้ว่าฝนจะตกหนัก แต่พวกเราก็ต้องไปทำงานตามปกติ
0.993,786,ฉันอยากลองทำอาหารสูตรใหม่ที่เห็นในอินเตอร์เน็ต,1203,ฉันอยากลองทำอาหารสูตรใหม่ที่พบในอินเทอร์เน็ต
0.993,1746,ตอนนี้ฉันกำลังเรียนทำอาหารไทยเพราะอยากทำให้ครอบครัวทาน,1929,ฉันกำลังเรียนทำอาหารไทยเพราะอยากทำอาหารให้ครอบครัวทาน
0.992,440,คุณสามารถแนะนำสถานที่ท่องเที่ยวที่น่าสนใจในเมืองนี้ได้ไหม?,1184,คุณสามารถแนะนำสถานที่ท่องเที่ยวที่น่าสนใจในเมืองนี้ได้ไหม
0.992,1181,ถ้าเราประหยัดเงินเราก็สามารถไปเที่ยวต่างประเทศได้,1578,ถ้าเราประหยัดเงินได้มากพอ เราสามารถไปเที่ยวต่างประเทศได้
0.992,1904,วันนี้อากาศร้อนมาก แต่ลมก็พัดโผนมาให้รู้สึกเย็นขึ้น,1914,วันนี้อากาศร้อนมาก แต่ลมก็พัดมาให้รู้สึกเย็นขึ้นหน่อย
0.991,530,การฟังเพลงคลาสสิกช่วยให้ฉันรู้สึกผ่อนคลายและมีสมาธิในการทำงาน,726,การฟังเพลงคลาสสิกช่วยให้ฉันสงบและมีสมาธิในการทำงาน
0.991,652,เมื่อเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตและพัฒนาตนเองได้มากขึ้น,1266,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.991,1280,การวางแผนล่วงหน้าช่วยให้เราจัดการเวลาได้มีประสิทธิภาพมากขึ้น,1584,การวางแผนล่วงหน้าช่วยให้เราจัดการเวลาได้ดีขึ้น
0.991,709,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีมอย่างมีประสิทธิภาพ,1040,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีม
0.991,1040,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีม,1287,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีมอย่างมีประสิทธิภาพ
0.991,36,ฉันหวังว่าเราจะได้มีโอกาสทำงานร่วมกันอีกในอนาคต,1330,ฉันหวังว่าเราจะมีโอกาสได้ร่วมงานกันอีกในอนาคต
0.991,1330,ฉันหวังว่าเราจะมีโอกาสได้ร่วมงานกันอีกในอนาคต,1741,ฉันหวังว่าเราจะมีโอกาสได้ทำงานร่วมกันอีกในอนาคต
0.991,1682,เราควรปลูกต้นไม้เพิ่ม เพื่อทำให้สิ่งแวดล้อมดีขึ้น,1947,เราควรปลูกต้นไม้มากขึ้นเพื่อสิ่งแวดล้อมที่ดี
0.991,33,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็มีความสุขที่ได้ช่วยเหลือผู้อื่น,302,แม้ว่าวันนี้จะเหนื่อย แต่ฉันก็รู้สึกดีที่ได้ช่วยเหลือผู้อื่น
0.991,719,เขาเป็นคนที่มีน้ำใจและมักจะช่วยเหลือผู้อื่นอยู่เสมอ,1182,เขาเป็นคนที่ใจดีและมักจะช่วยเหลือผู้อื่นเสมอ
0.991,1036,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น,1568,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น
0.99,1568,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับสบายขึ้น,1790,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.99,685,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,1036,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น
0.989,726,การฟังเพลงคลาสสิกช่วยให้ฉันสงบและมีสมาธิในการทำงาน,1090,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิในการทำงาน
0.989,719,เขาเป็นคนที่มีน้ำใจและมักจะช่วยเหลือผู้อื่นอยู่เสมอ,860,เขาเป็นคนที่มีน้ำใจและมักจะช่วยเหลือผู้อื่นเสมอเมื่อมีโอกาส
0.989,559,ฉันชอบการฟังเสียงฝนตก เพราะมันทำให้ฉันรู้สึกสงบและผ่อนคลาย,1703,ฉันชอบฟังเสียงฝนตก มันทำให้ฉันรู้สึกสงบ
0.989,1136,เราควรออกกำลังกายเป็นประจำเพื่อสุขภาพที่ดี,1936,เราควรออกกำลังกายเป็นประจำเพื่อสุขภาพที่แข็งแรง
0.989,127,เมื่อถึงฤดูหนาว อากาศจะเย็นลงและใบไม้จะเปลี่ยนสี,699,เมื่อฤดูหนาวมาเยือน อากาศก็เย็นลงและใบไม้ก็เริ่มเปลี่ยนสี
0.989,563,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น,1643,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย
0.988,1116,แมวของฉันชอบนอนริมหน้าต่างที่มีแสงแดดส่องถึง,1928,แมวของฉันชอบนอนอยู่ข้างหน้าต่างเพื่อรับแสงแดด
0.988,685,การอ่านหนังสือก่อนนอนช่วยให้ฉันนอนหลับสบายขึ้น,1790,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.988,315,การทำงานเป็นทีมจะทำให้เราสามารถบรรลุเป้าหมายได้เร็วขึ้น,885,ถ้าเราทำงานเป็นทีม เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น
0.988,160,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดี,810,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น
0.988,160,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดี,1596,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น
0.988,785,เขาเป็นคนตลกและทำให้ทุกคนหัวเราะได้เสมอ,1146,เขาเป็นคนตลกและมักจะทำให้ทุกคนหัวเราะ
0.988,1474,หลังจากออกกำลังกาย ฉันรู้สึกสดชื่นขึ้นมาก,1654,หลังจากที่ฉันออกกำลังกายเสร็จ ฉันรู้สึกสดชื่นมาก
0.987,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,850,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย
0.987,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,1018,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้รู้สึกผ่อนคลาย
0.987,631,แม้ว่างานจะยาก แต่ฉันก็จะทำให้ดีที่สุดเท่าที่จะทำได้,743,ถึงแม้ว่างานจะยาก แต่ฉันก็จะพยายามทำให้ดีที่สุด
0.987,32,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีอะไรแนะนำไหม,869,ฉันกำลังมองหาของขวัญที่พิเศษสำหรับวันเกิดของแม่
0.987,1905,เขาทำงานหนักมากจนเหนื่อยโหมไปทั้งตัว,1918,เขาทำงานหนักมากจนเหนื่อยโผนไปทั้งตัว
0.986,438,การฟังเพลงช่วยให้ฉันผ่อนคลายหลังจากวันที่ยาวนาน,1794,การฟังเพลงโปรดช่วยให้ฉันผ่อนคลายหลังจากวันที่ยาวนาน
0.986,271,คุณคิดว่าอะไรคือสิ่งที่ทำให้ชีวิตมีความหมายที่สุด?,2019,คุณคิดว่าอะไรคือสิ่งที่ทำให้ชีวิตมีความหมาย
0.986,810,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น,1775,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น
0.986,1596,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดีขึ้น,1775,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น
0.986,277,ฉันชอบอ่านหนังสือก่อนนอน เพราะทำให้ผ่อนคลายและหลับสบายขึ้น,1643,ฉันชอบอ่านหนังสือก่อนนอน เพราะมันทำให้ฉันผ่อนคลาย
0.986,1375,แม่ค้าที่ร้านขายของชำมักจะจัดของให้เป็นระเบียบ และติดป้ายราคาชัดเจน,1412,แม่ค้าที่ร้านขายของชำจัดร้านเป็นระเบียบ และติดป้ายราคาชัดเจน
0.986,74,ถ้าเราช่วยเหลือผู้อื่น โลกนี้ก็จะน่าอยู่ขึ้นสำหรับทุกคน,1058,ถ้าเราช่วยเหลือผู้อื่น โลกจะน่าอยู่ยิ่งขึ้น
0.986,98,ถ้าเรามองโลกในแง่บวก ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง,1305,ถ้าเรามองโลกในแง่ดี ชีวิตก็จะเต็มไปด้วยความสุขและความหวัง
0.986,1276,ถ้าคุณพร้อมแล้ว เราสามารถเริ่มการประชุมได้ทันที,1570,ถ้าคุณพร้อมแล้ว เราจะเริ่มประชุมได้ทันที
0.986,499,แม้ว่างานจะยากและท้าทาย แต่ฉันก็จะพยายามทำให้ดีที่สุดเท่าที่ฉันจะทำได้,631,แม้ว่างานจะยาก แต่ฉันก็จะทำให้ดีที่สุดเท่าที่จะทำได้
0.986,1025,ถ้าคุณมีคำถามเพิ่มเติม กรุณาติดต่อฉันได้ทุกเมื่อ,1270,หากคุณมีคำถามเพิ่มเติม กรุณาติดต่อฉันได้ตลอดเวลา
0.986,32,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีอะไรแนะนำไหม,1666,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่
0.986,1358,แม่ค้าที่ร้านขายของชำมักจะจดจำลูกค้าประจำได้ และชอบพูดคุยอย่างเป็นกันเอง,1389,แม่ค้าที่ร้านขายของชำมักจะจดจำลูกค้าประจำได้ และทักทายอย่างเป็นกันเอง
0.985,9,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ฉันรู้สึกผ่อนคลายและสนุกสนาน,1554,ฉันชอบฟังเพลงขณะขับรถ เพราะมันทำให้ผ่อนคลาย
0.985,160,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่ดี,1775,ฉันตั้งใจว่าจะออกกำลังกายทุกวันเพื่อสุขภาพที่แข็งแรงขึ้น
0.985,530,การฟังเพลงคลาสสิกช่วยให้ฉันรู้สึกผ่อนคลายและมีสมาธิในการทำงาน,1090,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิในการทำงาน
0.985,757,เมื่อไหร่ที่คุณพร้อม เราจะเริ่มประชุมได้ทันที,1570,ถ้าคุณพร้อมแล้ว เราจะเริ่มประชุมได้ทันที
0.985,1259,เธอกำลังฝึกเล่นกีตาร์เพื่อแสดงในงานคอนเสิร์ตของโรงเรียน,1966,เธอกำลังฝึกเล่นกีตาร์เพื่อแสดงในงานโรงเรียน
0.984,874,ฉันชอบไปเดินเล่นริมชายหาดเพื่อฟังเสียงคลื่นและสัมผัสลมทะเล,1736,ฉันชอบเดินเล่นริมชายหาด และฟังเสียงคลื่นทะเล
0.984,1330,ฉันหวังว่าเราจะมีโอกาสได้ร่วมงานกันอีกในอนาคต,1619,ฉันหวังว่าเราจะสามารถทำงานร่วมกันได้อีกในอนาคต
0.984,146,การวางแผนการเงินที่ดีจะช่วยให้เรามีความมั่นคงในอนาคต,624,ถ้าเราวางแผนการเงินอย่างดี เราจะมีความมั่นคงในอนาคต
0.984,711,ฉันกำลังเรียนรู้วิธีการถ่ายภาพ เพื่อที่จะเก็บความทรงจำที่สวยงาม,1068,ฉันอยากเรียนรู้วิธีถ่ายภาพ เพื่อเก็บความทรงจำที่สวยงาม
0.984,578,ฉันชอบฟังเพลงขณะทำงาน เพราะมันช่วยให้ฉันมีสมาธิและทำงานได้เร็วขึ้น,1219,ฉันชอบฟังเพลงขณะทำงานเพราะมันช่วยให้ฉันมีสมาธิมากขึ้น
0.984,340,ถ้าเราใส่ใจสุขภาพ เราก็จะมีชีวิตที่ยืนยาวและมีความสุข,2001,ถ้าเราดูแลสุขภาพให้ดี เราจะมีชีวิตที่ยืนยาวและมีความสุข
0.984,1353,แม่ค้าที่ร้านผลไม้มักจะคัดผลไม้อย่างดี และขายในราคาที่เป็นธรรม,1363,แม่ค้าที่ขายผลไม้มักจะคัดเลือกผลไม้อย่างดี แต่ขายในราคาที่เป็นธรรม
0.984,869,ฉันกำลังมองหาของขวัญที่พิเศษสำหรับวันเกิดของแม่,1233,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีคำแนะนำไหม
0.983,167,การใช้เวลาร่วมกับครอบครัวเป็นสิ่งที่มีคุณค่าและสำคัญมาก,1293,การใช้เวลาคุณภาพกับครอบครัวเป็นสิ่งที่มีค่าและสำคัญมาก
0.983,1036,การอ่านหนังสือก่อนนอนช่วยให้ฉันหลับได้ง่ายขึ้น,1790,ฉันคิดว่าการอ่านหนังสือก่อนนอนช่วยให้หลับสบายขึ้น
0.983,1362,คุณครูวิทยาศาสตร์สอนให้เรารู้จักสังเกตธรรมชาติ และทำการทดลองอย่างระมัดระวัง,1388,คุณครูวิทยาศาสตร์สอนให้เรารู้จักสังเกตธรรมชาติ และทำการทดลองอย่างปลอดภัย
0.983,481,การสื่อสารที่ดีเป็นสิ่งสำคัญในการทำงานเป็นทีม,1040,การสื่อสารที่ดีเป็นกุญแจสำคัญในการทำงานเป็นทีม
0.983,701,ถ้าเราทำงานร่วมกัน เราก็จะสามารถบรรลุเป้าหมายได้เร็วขึ้น,1638,การทำงานร่วมกันทำให้เราบรรลุเป้าหมายได้เร็วขึ้น
0.983,1052,ถ้าเราเรียนรู้จากความผิดพลาด เราก็จะเติบโตขึ้น,1266,เมื่อเราเรียนรู้จากความผิดพลาด เราจะเติบโตและพัฒนายิ่งขึ้น
0.982,1233,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่ คุณมีคำแนะนำไหม,1666,ฉันกำลังมองหาของขวัญพิเศษสำหรับวันเกิดของแม่
0.982,153,เธอกำลังฝึกซ้อมอย่างหนักเพื่อการแข่งขันที่จะมาถึง,925,เธอกำลังฝึกซ้อมเพื่อการแข่งขันครั้งสำคัญที่กำลังจะมาถึง
0.982,94,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิและทำงานได้มีประสิทธิภาพมากขึ้น,1090,การฟังเพลงคลาสสิกช่วยให้ฉันมีสมาธิในการทำงาน
0.982,615,ถ้าเราร่วมมือกัน เราจะสามารถบรรลุเป้าหมายได้เร็วขึ้น,701,ถ้าเราทำงานร่วมกัน เราก็จะสามารถบรรลุเป้าหมายได้เร็วขึ้น
0.982,584,ถ้าเราออกเดินทางตอนนี้ เราจะถึงที่หมายก่อนพระอาทิตย์ตกดิน,1923,ถ้าเรารีบออกเดินทางตอนนี้ เราอาจจะถึงที่หมายก่อนพระอาทิตย์ตกดิน
